No.,State,District,Date,Flood Cause,Main River Basin,latitude,longitude,geocode_status
428,Sabah,Papar,21/02/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Saliran Dalaman",-,5.734628,115.9318508,success
429,Pahang,Temerloh,21/02/2025,"Air Sungai Melimpah , Longkang Tersumbat, Pembangunan / Pembukaan Tanah / Sampah Sarap, Saliran Dalaman , Struktur / Lintasan Menghalang Laluan Air",Sungai Pahang (SMTNTP0047 - Kampung Batu Kapur),3.448649,102.4163482,success
430,Sabah,Tuaran,20/02/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Tuaran (TURNTP0023 - Pekan Tamparuli); Sungai Tuaran (KLANTP0002 - Kg. Kauluan),6.176269,116.23279,success
431,Pahang,Temerloh,19/02/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Longkang Tersumbat, Pembangunan / Pembukaan Tanah / Sampah Sarap, Saliran Dalaman , Struktur / Lintasan Menghalang Laluan Air",Sungai Pahang (SMTNTP0156 - Kg. Kuala Kaung),3.448649,102.4163482,success
432,Kedah,Kuala Muda,19/02/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Merbok (Ambangan Heights Zon Kenanga 2),5.5862766,100.3743503,success
433,Kedah,Kulim,19/02/2025,"Hujan Lebat / Berterusan, Pembangunan / Pembukaan Tanah / Sampah Sarap, Saliran Dalaman","Sungai Perai (Jalan Lebuhraya Perdana, Kulim)",5.3692178,100.5562465,success
434,Pahang,Bentong,19/02/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Pembangunan / Pembukaan Tanah / Sampah Sarap, Saliran Dalaman , Struktur / Lintasan Menghalang Laluan Air","Sungai Pahang (BTNGFP0001 - Masjid Karak Setia, Kg Teroh)",3.522168,101.910353,success
435,Selangor,Sepang,19/02/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Longkang Tersumbat, Saliran Dalaman",Sungai Langat (Taman Delima); Sungai Langat (Kampung Asli Melut Mukim Dengkil),2.8059607,101.7352881,success
436,Negeri Sembilan,Jelebu,19/02/2025,"Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Pahang (taman bandar tinggi),2.9410716,102.0719101,success
437,Selangor,Hulu Langat,19/02/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Langat (LGATTP0022 - Kg. Pasir),3.1132958,101.8159546,success
438,Negeri Sembilan,Jelebu,19/02/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Pahang (KNBOTP0005 - Taman Pekan Baru),2.9410716,102.0719101,success
439,Negeri Sembilan,Jelebu,19/02/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Pahang (Kampung Ladang Jelebu),2.9410716,102.0719101,success
440,Negeri Sembilan,Jelebu,19/02/2025,"Hujan Lebat / Berterusan, Longkang Tersumbat, Saliran Dalaman , Struktur / Lintasan Menghalang Laluan Air",Sungai Pahang (Kg. Seperi),2.9410716,102.0719101,success
441,Selangor,Hulu Langat,18/02/2025,"Hujan Lebat / Berterusan, Longkang Tersumbat, Saliran Dalaman",Sungai Langat (LGATTP0001 - Kg. Batu 10 Cheras); Sungai Langat (SMYHTP0001 - Kg. Sg. Machang); Sungai Langat (Taman Bangi dan Taman Pasir Emas),3.1132958,101.8159546,success
442,Sarawak,Limbang,16/02/2025,"Hujan Lebat / Berterusan, Longkang Tersumbat",Sungai Siang-Siang (TRSNTP0014 - Kg. Siang-Siang); Batang Lawas (Kg. Tok Dayang Lawas),4.754797,115.0089181,success
443,Selangor,Gombak,15/02/2025,"Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Klang (Jalan SG1/19 Seri Gombak),3.2556281,101.6538447,success
444,Selangor,Hulu Selangor,15/02/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Saliran Dalaman , Struktur / Lintasan Menghalang Laluan Air",Sungai Selangor (Taman Seri Cahaya dan Kg. Sentosa),3.5601046,101.6583123,success
445,Negeri Sembilan,Kuala Pilah,14/02/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Muar (GNTUTP0001 - Kg. Guntur),2.7004729,102.2261837,success
446,Selangor,Hulu Selangor,14/02/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Saliran Dalaman , Struktur / Lintasan Menghalang Laluan Air","Sungai Bernam (Kg. Sentosa, Batang Kali)",3.5601046,101.6583123,success
447,Sabah,Lahad Datu,10/2/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Sapagaya (Kampung Indah Jaya); Sungai Sepagaya (Kampung Bugis); Sungai Sapagaya (Kampung Teck Guan); Sungai Sepagaya (Kampung Cina),5.0217779,118.3300922,success
448,Sarawak,Selangau,8/2/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Balingian (SK Kuala Lemai),2.5400855,112.3405368,success
449,Sabah,Tenom,8/2/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Pembangunan / Pembukaan Tanah / Sampah Sarap, Saliran Dalaman , Struktur / Lintasan Menghalang Laluan Air",Sungai Padas (Kg. Pantungon Saga); Sungai Padas (PADSTP0104 - Kg. Mandalom Lama); Sungai Padas (PADSTP0095 - Kg. Tumantalik); Sungai Padas (Kg Pansailon Tanjung); Sungai Padas (Kg. Poguokon Laut); Sungai Padas (Kg. Binsilon); Sungai Padas (PADSTP0096 - Kg. Pantongan Sapong); Sungai Padas (PADSTP0097 - Kg. Binaei); Sungai Padas (Kg. Kanar); Sungai Padas (PADSTP0101 - Kg. Enubai); Sungai Padas (Kg Jalan RTM); Sungai Padas (Kg. Manining),5.1247314,115.9444858,success
450,WP Labuan,Labuan,8/2/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",-,5.3109549,115.2244853,success
451,WP Labuan,Labuan,8/2/2025,"Hujan Lebat / Berterusan, Longkang Tersumbat",-,5.3109549,115.2244853,success
452,WP Labuan,Labuan,8/2/2025,"Hujan Lebat / Berterusan, Longkang Tersumbat",-,5.3109549,115.2244853,success
453,Sabah,Tenom,7/2/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Saliran Dalaman , Struktur / Lintasan Menghalang Laluan Air",Sungai Padas (Kampung Binsilon); Sungai Padas (PADSTP0104 - Kg. Mandalom Lama); Sungai Padas (PADSTP0095 - Kg. Tumantalik); Sungai Padas (Kg Kanar); Sungai Padas (PADSTP0097 - Kg. Binaei); Sungai Padas (Kg Pantungon Saga); Sungai Padas (Kg Pansailon Tanjung); Sungai Padas (Kg Poguokon Laut),5.1247314,115.9444858,success
454,Sabah,Keningau,6/2/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Padas (Kg.Gasabon Apin-Apin Keningau),5.3374039,116.1566801,success
455,Sabah,Kota Marudu,6/2/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Longkang Tersumbat",Sungai Bandau (RSAKTP0001 - Kg. Longob); Sungai Bandau (BNDATP0009 - Kg. Goshen); Sungai Bongon (Kg.Morion); Sungai Bongon (Kg.Salimandut); Sungai Bongon (Kg.Magkaratung),6.4958553,116.7610573,success
456,Sabah,Tenom,6/2/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Pembangunan / Pembukaan Tanah / Sampah Sarap, Struktur / Lintasan Menghalang Laluan Air",Sungai Padas (Kampung Tinura); Sungai Padas (Kampung Malutut); Sungai Padas (PADSTP0096 - Kg. Pantongan Sapong); Sungai Padas (Kampung Amboi),5.1247314,115.9444858,success
457,Sabah,Tenom,6/2/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Pembangunan / Pembukaan Tanah / Sampah Sarap, Saliran Dalaman , Struktur / Lintasan Menghalang Laluan Air",Sungai Padas (Kampung Naluyan); Sungai Padas (Kg. Pulong); Sungai Padas (Kg. Uloi Tengah); Sungai Padas (Kg. Undusan),5.1247314,115.9444858,success
458,Sarawak,Sarikei,6/2/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Jalan Nanga Serau),2.131703,111.5237279,success
459,Sabah,Keningau,5/2/2025,Air Sungai Melimpah,Sungai Padas (Kg.Sasaie); Sungai Padas (Kg.Bandukan Baru),5.3374039,116.1566801,success
460,Sabah,Keningau,5/2/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Padas (Kg.Kauran); Sungai Padas (Pekan Keningau); Sungai Padas (Kg.Patikang Ulu); Sungai Padas (Kg.Bariawa Laut),5.3374039,116.1566801,success
461,Sarawak,Mukah,5/2/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Balingian (BLGNTP0002 - Kg. Masjid),2.8920883,112.0921699,success
462,Sarawak,Lundu,5/2/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Kayan (Jalan Sebako); Batang Kayan (Kampung Judin),1.671364,109.8519689,success
463,Sarawak,Lundu,5/2/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Kayan (SK Jangkar),1.671364,109.8519689,success
464,Sarawak,Lundu,5/2/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Kayan (Kampung Stunggang Melayu Baru),1.671364,109.8519689,success
465,Sarawak,Lundu,5/2/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Kayan (Kampung Sungai Lundu),1.671364,109.8519689,success
466,Sarawak,Lundu,5/2/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Kayan (Berhadapan Petron); Batang Kayan (Berhadapan Yak Guan),1.671364,109.8519689,success
467,Sarawak,Lundu,5/2/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Kayan (SK Bumiputera Lundu); Batang Kayan (Hospital Lundu),1.671364,109.8519689,success
468,Sarawak,Lundu,5/2/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Kayan (Jalan Utama Kampung Sileng Melayu); Batang Kayan (Kampung Sileng Melayu); Batang Kayan (Kampung Seketi Melayu),1.671364,109.8519689,success
469,Sarawak,Lundu,5/2/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Kayan (Kampung Senibong),1.671364,109.8519689,success
470,Sarawak,Lundu,5/2/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Kayan (Jalan Mawar); Batang Kayan (Jalan Lundu-Sekambal),1.671364,109.8519689,success
471,Sarawak,Selangau,5/2/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Balingian (Jalan Kampung Penghulu Thomas Jawa); Batang Balingian (Rumah Watson Anak Lasu),2.5400855,112.3405368,success
472,Johor,Kota Tinggi,5/2/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Struktur / Lintasan Menghalang Laluan Air",Sungai Johor (TLORTP0003 - Kg. Baru Sg Mas); Sungai Johor (Taman Desaru Utama); Sungai Johor (Taman Penawar Harmoni),1.7289043,103.8990801,success
473,Sarawak,Sarikei,4/2/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Pejabat Daerah Julau); Batang Rajang (Masjid Nurul Hidayah); Batang Rajang (Jalan Sungai Serusa); Batang Rajang (Jalan Nanga Luau); Batang Rajang (Nanga Ayam),2.131703,111.5237279,success
474,Sarawak,Sarikei,4/2/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (SK Nanga Wak); Batang Rajang (Jalan Wak); Batang Rajang (Jalan Rh.Endu Usah); Batang Rajang (Jalan Darau); Batang Rajang (Jambatan Darau); Batang Rajang (Jalan Kampung Rambutan); Batang Rajang (Jalan Pasar Lama); Batang Rajang (Rumah Tumpangan Bumiputera),2.131703,111.5237279,success
475,Sarawak,Kanowit,4/2/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Sekolah Menengah Citizen); Batang Rajang (Jalan Menuju ke Jambatan Durin); Batang Rajang (Jalan Sungai Nibong),2.1011755,112.1527148,success
476,WP Labuan,Labuan,3/2/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",-,5.3109549,115.2244853,success
477,WP Labuan,Labuan,3/2/2025,"Hujan Lebat / Berterusan, Saliran Dalaman",-,5.3109549,115.2244853,success
478,WP Labuan,Labuan,3/2/2025,"Hujan Lebat / Berterusan, Longkang Tersumbat",-,5.3109549,115.2244853,success
479,Sarawak,Sibu,2/2/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Lorong Gelama 3); Batang Rajang (Jalan Belibas),2.2883267,111.8312675,success
480,Sarawak,Sibu,2/2/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Lorong Arau 3),2.2883267,111.8312675,success
481,Sarawak,Sibu,2/2/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Lot 1525 Jalan Saujana); Batang Rajang (Lot 1549 Jalan Saujana); Batang Rajang (Lot 1548 Jalan Saujana); Batang Rajang (Lot 1521 Jalan Saujana); Batang Rajang (Lot 1498 Jalan Saujana); Batang Rajang (Lot 1585 Jalan Saujana),2.2883267,111.8312675,success
482,Sarawak,Sibu,2/2/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Jalan Pahlawan); Batang Rajang (Lorong Pahlawan 7); Batang Rajang (Jalan Kandis); Batang Rajang (Lorong Kandis 6),2.2883267,111.8312675,success
483,Sarawak,Miri,2/2/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Baram (Pekan Marudi); Batang Baram (Jalan Nanas,Sg Arang)",4.4179767,114.0155348,success
484,Sabah,Papar,1/2/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan, Longkang Tersumbat, Saliran Dalaman",-,5.734628,115.9318508,success
485,Sabah,Penampang,1/2/2025,"Hujan Lebat / Berterusan, Longkang Tersumbat, Saliran Dalaman",Sungai Monyog (MANGTP0001 - Kg. Maang); Sungai Monyog (JALAN DATU PANGLIMA BANTING),5.9088111,116.100959,success
486,Sabah,Putatan,1/2/2025,"Hujan Lebat / Berterusan, Longkang Tersumbat, Saliran Dalaman",Sungai Monyog (PTTNTP0002 - Kg. Potuki); Sungai Monyog (PTTNTP0003 - Kg. Tombovo); Sungai Monyog (PTTNTP0005 - Kg. Ketiau); Sungai Monyog (PTTNTP0009 - Kg. Pasir Putih); Sungai Monyog (KAMPUNG LEMBISING); Sungai Monyog (JALAN KUALA PUTATAN),5.8914309,116.048492,success
487,Sarawak,Bukit Mabong,1/2/2025,Air Sungai Melimpah,Batang Rajang (SK Long Busang); Batang Rajang (Kampung Long Busang),2.0666667,113.6666667,success
488,Sarawak,Mukah,1/2/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Mukah (Kg Teh Mukah),2.8920883,112.0921699,success
489,Sarawak,Sibu,31/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Rajang (Lot 800, Lorong Bahagia Jaya 5A)",2.2883267,111.8312675,success
490,Sarawak,Sibu,31/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Lorong Permai Jaya 1),2.2883267,111.8312675,success
491,Sarawak,Selangau,31/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Mukah (Rumah Magdeline Entayang, Kampung Melinau Baru); Batang Mukah (Rumah Silvester, Kampung Kara); Batang Mukah (Rumah Chandu, Kampung Keranji Madu); Batang Mukah (Jalan Rumah Nyerapong, Nanga Kalai); Batang Mukah (Jalan Rumah Awa, Nanga Sebatu); Batang Mukah (Rumah Ambrose Ramping, Emperan Ubah); Batang Mukah (Rumah Maran, Nanga Selangau)",2.5400855,112.3405368,success
492,Sarawak,Selangau,31/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Balingian (Rumah Janting, Sungai Arip)",2.5400855,112.3405368,success
493,Sarawak,Samarahan,31/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Longkang Tersumbat",Batang Sadong (Kampung Lubok Punggor),1.4427573,110.4977108,success
494,Sarawak,Miri,31/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Niah (Kampung Sepupok Niah); Sungai Niah (Kampung Padang); Sungai Niah (Kampung Masjid); Sungai Niah (Kampung Pengkalan Lobang); Sungai Niah (Kampung Tanjung Belipat); Sungai Niah (Jalan Sepupok); Batang Suai (Taman Negara Niah),4.4179767,114.0155348,success
495,Sarawak,Sibu,31/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Poliklinik Lanang); Batang Rajang (Lorong Lanang Barat 20),2.2883267,111.8312675,success
496,Sarawak,Kanowit,31/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Pasar Machan),2.1011755,112.1527148,success
497,Sarawak,Sibu,31/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Jalan Then Kung Suk),2.2883267,111.8312675,success
498,Sarawak,Kanowit,31/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Jalan Kubu),2.1011755,112.1527148,success
499,Sarawak,Kanowit,31/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Jalan Lukut Penyulau),2.1011755,112.1527148,success
500,Sarawak,Sibu,31/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Jalan Utama Menuju Ke RH Merikan),2.2883267,111.8312675,success
501,Sarawak,Kanowit,31/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Jalan Utama Menuju Rumah Panjang Jelani Nanga Lesi); Batang Rajang (Jalan Lesih dan Bunut),2.1011755,112.1527148,success
502,Sarawak,Sibu,31/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Rumah Juing Anak Buntok),2.2883267,111.8312675,success
503,Sarawak,Sibu,31/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Jalan Menuju Ke Rumah Luat Anak Jarit); Batang Rajang (Rumah Luat Anak Jarit),2.2883267,111.8312675,success
504,Sarawak,Samarahan,31/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Samarahan (SAMATP0015 - Kg. Rembus),1.4427573,110.4977108,success
505,Sarawak,Kuching,31/01/2025,"Hujan Lebat / Berterusan, Pembangunan / Pembukaan Tanah / Sampah Sarap",Sungai Santubong (Kampung Sungai Bedaun),1.5533785,110.359503,success
506,Sarawak,Samarahan,31/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Sadong (SADOTP0050 - Kg. Terasi); Batang Samarahan (SAMATP0019 - Kg. Semera Ulu); Batang Sadong (SADOTP0023 - Kg. Sadong Jaya Ulu); Batang Sadong (Kpg. Iboi Ulu); Batang Sadong (Kpg. Jemukan Cina); Batang Sadong (Kpg. Semera Lot Baru),1.4427573,110.4977108,success
507,Sarawak,Sibu,31/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Jalan Bako); Batang Rajang (Jalan Geronggang); Batang Rajang (Jalan Belian),2.2883267,111.8312675,success
508,Sarawak,Sibu,31/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Jalan Ling Kai Cheng); Batang Rajang (Jalan Brother Albinus 7); Batang Rajang (Jalan Apollo Barat); Batang Rajang (Jalan Apollo Timur),2.2883267,111.8312675,success
509,Sarawak,Sibu,31/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Jalan Bahagia); Batang Rajang (Lorong Bahagia 5); Batang Rajang (Lorong Bahagia 7),2.2883267,111.8312675,success
510,Sarawak,Sibu,31/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Lorong Sentosa 6); Batang Rajang (Lorong Sentosa 8A),2.2883267,111.8312675,success
511,Sarawak,Sibu,31/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Jalan Saujana); Batang Rajang (Lorong Saujana 3),2.2883267,111.8312675,success
512,Sarawak,Samarahan,31/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Sadong (Kpg. Jemukan Cina); Batang Sadong (Kpg. Iboi Ulu); Batang Sadong (Kpg. Semera Lot Baru); Batang Sadong (SADOTP0050 - Kg. Terasi); Batang Samarahan (SAMATP0019 - Kg. Semera Ulu); Batang Sadong (SADOTP0023 - Kg. Sadong Jaya Ulu),1.4427573,110.4977108,success
513,Sarawak,Simunjan,31/01/2025,Hujan Lebat / Berterusan,Batang Lupar (Kampung Beliong Hulu); Batang Sadong (Kampung Kedumpai); Sungai Sebuyau (Kampung Raba); Batang Sadong (Kampung Seruyuk); Sungai Sebuyau (Kampung Sagu); Batang Sadong (Kampung Pantu Pelaie),1.3943943,110.749819,success
514,Sarawak,Song,31/01/2025,Air Sungai Melimpah,Batang Rajang (Rumah Mohd Edwin); Batang Rajang (Kampung Sejiran); Batang Rajang (Rumah Joslee); Batang Rajang (Rumah John),2.0064401,112.5497602,success
515,Sarawak,Samarahan,31/01/2025,"Air Laut Pasang, Hujan Lebat / Berterusan, Saliran Dalaman",Batang Samarahan (SAMATP0017 - Kg. Sampun Kelili); Batang Samarahan (SAMATP0016 - Kg. Sampun Jugu); Batang Samarahan (SAMATP0022 - SK Sampun),1.4427573,110.4977108,success
516,Sarawak,Sibu,30/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Bulatan Aman); Batang Rajang (Jalan Lanang),2.2883267,111.8312675,success
517,Sarawak,Samarahan,30/01/2025,Hujan Lebat / Berterusan,Batang Sadong (Kampung Sungai Lingkau); Batang Sadong (Kampung Nanas); Batang Sadong (Kampung Emplas (SK Lepong)); Batang Sadong (Kampung Hijrah Fasa 1); Batang Sadong (Kampung Sageng); Batang Sadong (Kampung Hijrah Fasa 2); Batang Sadong (Kampung Hijrah Lintang); Batang Sadong (Kampung Sungai Raya); Batang Sadong (Kampung Sekendu); Batang Sadong (Kampung Simunjan Jaya),1.4427573,110.4977108,success
518,Sarawak,Mukah,30/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Oya (BOYATP0016 - Kg. Medong),2.8920883,112.0921699,success
519,Sarawak,Selangau,30/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Mukah (Rumah Pasang Tinting Terentang),2.5400855,112.3405368,success
520,Sarawak,Song,30/01/2025,Air Sungai Melimpah,Batang Rajang (SK Lubok Bedil),2.0064401,112.5497602,success
521,Sarawak,Sibu,30/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Rajang (Jalan Utama Kampung Banyok & Pulau Kerto); Batang Rajang (Jalan Utama Sungai Assan); Batang Rajang (Kampung Kedada); Batang Rajang (Tanjung Latap); Batang Rajang (Rumah Marta Lu, Nanga Kedada)",2.2883267,111.8312675,success
522,Sarawak,Selangau,30/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Oya (SK Saint Mathew); Batang Oya (Jalan Sekuau),2.5400855,112.3405368,success
523,Sarawak,Selangau,30/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Mukah (SK Nanga Selangau); Batang Mukah (SK Nanga Kua),2.5400855,112.3405368,success
524,Sarawak,Sibu,30/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Rumah Mamat); Batang Rajang (Jalan Utama Persisiran Salim Stabau); Batang Rajang (Lorong Sentosa Utara 7); Batang Rajang (Jalan Sentosa); Batang Rajang (Lorong Sentosa 2); Batang Rajang (Lorong Sentosa 2); Batang Rajang (Jalan Sentosa); Batang Rajang (Lorong Sentosa 8),2.2883267,111.8312675,success
525,Sarawak,Samarahan,30/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Sadong (SADOTP0050 - Kg. Terasi); Batang Samarahan (SAMATP0019 - Kg. Semera Ulu); Batang Sadong (SADOTP0023 - Kg. Sadong Jaya Ulu); Batang Sadong (Kpg. Semera Lot Baru); Batang Sadong (Kpg. Jemukan Cina),1.4427573,110.4977108,success
526,Sarawak,Sri Aman,30/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Lupar (STRPTP0001 - Pangkalan Pantu); Batang Lupar (Jalan Pekan Pantu - Semawa); Batang Lupar (Tempat Letak Kenderaan Penduduk Kampung, Pantu)",1.237031,111.462079,success
527,Sarawak,Kanowit,30/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Pasa Kanowit); Batang Rajang (Jalan Utama Rantau Kemiding),2.1011755,112.1527148,success
528,Sarawak,Sibu,30/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Jalan Ling Kai Cheng),2.2883267,111.8312675,success
529,Sarawak,Sibu,30/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Rajang (Rumah Martenus Nyuram, Nanga Rasau); Batang Rajang (Rumah Edward Chendang, Nanga Assan); Batang Rajang (Rumah Maureen, Sungai Assan)",2.2883267,111.8312675,success
530,Sarawak,Sibu,30/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Lorong Hua Kiew); Batang Rajang (Jalan Hua Kiew); Batang Rajang (Jalan Geronggang); Batang Rajang (Lorong Belian),2.2883267,111.8312675,success
531,Sarawak,Samarahan,30/01/2025,"Air Laut Pasang, Hujan Lebat / Berterusan",Batang Samarahan (SAMATP0016 - Kg. Sampun Jugu); Batang Samarahan (SAMATP0017 - Kg. Sampun Kelili); Batang Samarahan (SAMATP0017 - Kg. Sampun Kelili),1.4427573,110.4977108,success
532,Sarawak,Sibu,30/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Rajang (Kampung Lebaan, Bawang Assan)",2.2883267,111.8312675,success
533,Sarawak,Miri,30/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Baram (Long Loyang),4.4179767,114.0155348,success
534,Sarawak,Miri,30/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Baram (Long Loyang); Batang Baram (Klinik Kesihatan Long Teru); Batang Baram (SK Pengarah Enteri); Batang Baram (SK Long Sepiling); Batang Baram (Rh.Seman Anyi,Long Sepiling); Batang Baram (SK Long Teru); Batang Baram (Rh.Jau Bato,Long Teru)",4.4179767,114.0155348,success
535,Sarawak,Miri,30/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Sibuti (Pekan Bekenu); Sungai Sibuti (Kampung Bulau); Sungai Sibuti (Kampung Dagang); Sungai Sibuti (Kampung Angus); Sungai Sibuti (Kampung Menjelin); Sungai Sibuti (Kampung Jenggalas),4.4179767,114.0155348,success
536,Sabah,Kinabatangan,30/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Trusan Kinabatangan (Jalan masuk Kg Sri Manis); Trusan Kinabatangan (Kampung Danauria); Trusan Kinabatangan (Jalan masuk utama Kampung Gaharu); Trusan Kinabatangan (Kampung Pangkalan),5.586506,117.8500842,success
537,Sarawak,Song,29/01/2025,Air Sungai Melimpah,"Batang Rajang (Kampung Gelana, Nanga Tekalit)",2.0064401,112.5497602,success
538,Sarawak,Sibu,29/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Jalan Khoo Peng Loong); Batang Rajang (Jalan Bujang Suntong),2.2883267,111.8312675,success
